,MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
0,2019-04-01 0:00,2,3,2019-04-02 0:00,0.0,88.94674181938171,2019-04-03 0:00,0.0,88.94710540771484
1,2019-04-01 4:30,1,2,2019-04-02 4:30,0.0,88.7507438659668,2019-04-03 4:30,0.0,88.33915591239929
2,2019-04-01 10:30,2,3,2019-04-02 10:30,0.0,88.94674181938171,2019-04-03 10:30,0.0,88.94710540771484
3,2019-04-01 11:00,1,1,2019-04-02 11:00,0.0,88.91845941543579,2019-04-03 11:00,0.0,88.91491889953613
4,2019-04-01 13:30,2,1,2019-04-02 13:30,0.0,88.66356015205383,2019-04-03 13:30,0.0,88.67887258529663
5,2019-04-01 17:00,2,2,2019-04-02 17:00,0.0,88.57530355453491,2019-04-03 17:00,0.0,88.7603759765625
6,2019-04-01 18:30,2,3,2019-04-02 18:30,0.0,88.94674181938171,2019-04-03 18:30,0.0,88.94710540771484
7,2019-04-01 20:30,2,1,2019-04-02 20:30,0.0,88.66356015205383,2019-04-03 20:30,0.0,88.67887258529663
8,2019-04-02 6:00,1,2,2019-04-03 6:00,0.0,88.7507438659668,2019-04-04 6:00,0.0,88.43690752983093
9,2019-04-02 7:00,1,1,2019-04-03 7:00,0.0,88.91845941543579,2019-04-04 7:00,0.0,88.91491889953613
10,2019-04-02 9:30,1,1,2019-04-03 9:30,0.0,88.91845941543579,2019-04-04 9:30,0.0,88.91491889953613
11,2019-04-02 12:30,1,2,2019-04-03 12:30,0.0,88.7507438659668,2019-04-04 12:30,0.0,88.77485394477844
12,2019-04-02 15:00,1,1,2019-04-03 15:00,0.0,88.91845941543579,2019-04-04 15:00,0.0,88.91491889953613
13,2019-04-02 16:00,2,2,2019-04-03 16:00,0.0,88.57530355453491,2019-04-04 16:00,0.0,88.7603759765625
14,2019-04-02 16:30,1,1,2019-04-03 16:30,0.0,88.91845941543579,2019-04-04 16:30,0.0,88.91491889953613
15,2019-04-02 17:00,2,2,2019-04-03 17:00,0.0,88.57530355453491,2019-04-04 17:00,0.0,88.7603759765625
