,MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
0,2019-04-01 0:00,2,3,2019-04-02 0:00,0.0,99.99803304672241,2019-04-03 0:00,0.0,99.99855160713196
1,2019-04-01 4:30,1,2,2019-04-02 4:30,0.0,99.7295618057251,2019-04-03 4:30,0.0,99.1625189781189
2,2019-04-01 10:30,2,3,2019-04-02 10:30,0.0,99.97349977493286,2019-04-03 10:30,0.0,99.99855160713196
3,2019-04-01 11:00,1,1,2019-04-02 11:00,0.0,99.9616801738739,2019-04-03 11:00,0.0,99.98838901519775
4,2019-04-01 13:30,2,1,2019-04-02 13:30,0.0,99.98869895935059,2019-04-03 13:30,0.0,99.98391270637512
5,2019-04-01 17:00,2,2,2019-04-02 17:00,0.0,99.99691843986511,2019-04-03 17:00,0.0,99.96633529663086
6,2019-04-01 18:30,2,3,2019-04-02 18:30,0.0,99.99876022338867,2019-04-03 18:30,0.0,99.99169707298279
7,2019-04-01 20:30,2,1,2019-04-02 20:30,0.0,99.98422861099243,2019-04-03 20:30,0.0,99.9714732170105
8,2019-04-02 6:00,1,2,2019-04-03 6:00,0.0,99.00790452957153,2019-04-04 6:00,0.0,97.73200154304504
9,2019-04-02 7:00,1,1,2019-04-03 7:00,0.0,99.87785220146179,2019-04-04 7:00,0.0,99.70258474349976
10,2019-04-02 9:30,1,1,2019-04-03 9:30,0.0,99.73140954971313,2019-04-04 9:30,0.0,99.99064207077026
11,2019-04-02 12:30,1,2,2019-04-03 12:30,0.0,99.8056173324585,2019-04-04 12:30,0.0,99.88268613815308
12,2019-04-02 15:00,1,1,2019-04-03 15:00,0.0,99.99561309814453,2019-04-04 15:00,0.0,99.97936487197876
13,2019-04-02 16:00,2,2,2019-04-03 16:00,0.0,99.99691843986511,2019-04-04 16:00,0.0,99.96713995933533
14,2019-04-02 16:30,1,1,2019-04-03 16:30,0.0,99.99366998672485,2019-04-04 16:30,0.0,99.97936487197876
15,2019-04-02 17:00,2,2,2019-04-03 17:00,0.0,99.99691843986511,2019-04-04 17:00,0.0,99.96713995933533
16,2019-04-02 19:30,1,1,2019-04-03 19:30,0.0,99.94685649871826,2019-04-04 19:30,0.0,99.98584985733032
17,2019-04-03 0:30,1,2,2019-04-04 0:30,0.0,99.90177154541016,2019-04-05 0:30,0.0,99.62636232376099
18,2019-04-03 1:00,1,1,2019-04-04 1:00,0.0,99.98726844787598,2019-04-05 1:00,0.0,99.56854581832886
19,2019-04-03 3:00,2,3,2019-04-04 3:00,0.0,99.98998641967773,2019-04-05 3:00,0.0,99.99880790710449
20,2019-04-03 4:30,1,1,2019-04-04 4:30,0.0,99.99176263809204,2019-04-05 4:30,0.0,99.91432428359985
21,2019-04-03 7:00,2,1,2019-04-04 7:00,0.0,98.17202091217041,2019-04-05 7:00,0.0,99.26041960716248
22,2019-04-03 8:30,2,1,2019-04-04 8:30,0.0,99.85025525093079,2019-04-05 8:30,0.0,99.87053871154785
23,2019-04-03 9:00,1,1,2019-04-04 9:00,0.0,99.96662735939026,2019-04-05 9:00,0.0,99.98947381973267
24,2019-04-03 10:00,2,1,2019-04-04 10:00,0.0,99.99527335166931,2019-04-05 10:00,0.0,99.99702572822571
25,2019-04-03 11:00,2,2,2019-04-04 11:00,0.0,99.99178647994995,2019-04-05 11:00,0.0,99.97646808624268
26,2019-04-03 11:30,1,2,2019-04-04 11:30,0.0,99.95917677879333,2019-04-05 11:30,0.0,99.87186193466187
27,2019-04-03 12:30,1,3,2019-04-04 12:30,0.0,99.8964250087738,2019-04-05 12:30,0.0,99.77592825889587
28,2019-04-03 17:00,2,2,2019-04-04 17:00,0.0,99.9981164932251,2019-04-05 17:00,0.0,99.58022832870483
29,2019-04-03 19:00,2,2,2019-04-04 19:00,0.0,99.9808669090271,2019-04-05 19:00,0.0,98.84105920791626
30,2019-04-03 19:30,2,1,2019-04-04 19:30,0.0,99.89639520645142,2019-04-05 19:30,0.0,99.79721307754517
31,2019-04-04 0:30,1,2,2019-04-05 0:30,0.0,99.88855123519897,2019-04-06 0:30,0.0,99.49419498443604
32,2019-04-04 4:30,2,1,2019-04-05 4:30,0.0,93.86994242668152,2019-04-06 4:30,0.0,99.25000071525574
33,2019-04-04 5:00,2,2,2019-04-05 5:00,0.0,99.60023164749146,2019-04-06 5:00,0.0,97.74625897407532
34,2019-04-04 6:00,1,1,2019-04-05 6:00,0.0,99.9722957611084,2019-04-06 6:00,0.0,99.64409470558167
35,2019-04-04 14:30,2,3,2019-04-05 14:30,0.0,99.99840259552002,2019-04-06 14:30,0.0,99.9906837940216
36,2019-04-04 18:00,2,3,2019-04-05 18:00,0.0,99.99817609786987,2019-04-06 18:00,0.0,99.99840259552002
37,2019-04-04 22:00,1,1,2019-04-05 22:00,0.0,99.97825622558594,2019-04-06 22:00,0.0,99.89734888076782
38,2019-04-04 23:00,1,1,2019-04-05 23:00,0.0,99.97825622558594,2019-04-06 23:00,0.0,99.95224475860596
39,2019-04-05 0:00,2,1,2019-04-06 0:00,0.0,96.26089334487915,2019-04-07 0:00,0.0,99.65996742248535
40,2019-04-05 0:30,1,1,2019-04-06 0:30,0.0,99.97453093528748,2019-04-07 0:30,0.0,99.98623132705688
41,2019-04-05 1:30,2,2,2019-04-06 1:30,0.0,98.18698167800903,2019-04-07 1:30,0.0,99.43451881408691
42,2019-04-05 2:00,1,2,2019-04-06 2:00,0.0,99.62987303733826,2019-04-07 2:00,0.0,99.8741626739502
43,2019-04-05 2:30,1,3,2019-04-06 2:30,0.0,99.51492547988892,2019-04-07 2:30,0.0,99.92088675498962
44,2019-04-05 4:30,2,1,2019-04-06 4:30,0.0,99.60611462593079,2019-04-07 4:30,0.0,99.8154878616333
45,2019-04-05 6:30,2,2,2019-04-06 6:30,0.0,98.99855852127075,2019-04-07 6:30,0.0,96.6440498828888
46,2019-04-05 8:00,1,3,2019-04-06 8:00,0.0,99.38827753067017,2019-04-07 8:00,0.0,99.81634020805359
47,2019-04-05 13:00,2,3,2019-04-06 13:00,0.0,99.94179606437683,2019-04-07 13:00,0.0,99.97645616531372
48,2019-04-05 15:30,1,3,2019-04-06 15:30,0.0,98.33559393882751,2019-04-07 15:30,0.0,99.9112069606781
49,2019-04-05 18:00,1,1,2019-04-06 18:00,0.0,99.99896883964539,2019-04-07 18:00,0.0,99.98049736022949
50,2019-04-05 18:00,2,3,2019-04-06 18:00,0.0,99.99644160270691,2019-04-07 18:00,0.0,99.99604225158691
51,2019-04-05 21:30,1,2,2019-04-06 21:30,0.0,99.88680481910706,2019-04-07 21:30,0.0,99.98024106025696
52,2019-04-06 0:30,1,1,2019-04-07 0:30,0.0,99.97569918632507,2019-04-08 0:30,0.0,99.97562766075134
53,2019-04-06 2:00,2,3,2019-04-07 2:00,0.0,99.99704360961914,2019-04-08 2:00,0.0,98.58904480934143
54,2019-04-06 2:00,1,2,2019-04-07 2:00,0.0,99.98260736465454,2019-04-08 2:00,0.0,99.86940026283264
55,2019-04-06 6:30,1,3,2019-04-07 6:30,0.0,99.94000792503357,2019-04-08 6:30,0.0,99.2228090763092
56,2019-04-06 12:00,2,3,2019-04-07 12:00,0.0,99.99763369560242,2019-04-08 12:00,0.0,99.3919312953949
57,2019-04-06 17:00,1,1,2019-04-07 17:00,0.0,99.99881386756897,2019-04-08 17:00,0.0,99.98086094856262
58,2019-04-06 18:00,1,3,2019-04-07 18:00,0.0,99.53352212905884,2019-04-08 18:00,0.0,99.92185831069946
59,2019-04-06 21:00,2,1,2019-04-07 21:00,0.0,99.99962449073792,2019-04-08 21:00,0.0,99.99203681945801
60,2019-04-06 22:30,1,3,2019-04-07 22:30,0.0,99.96200799942017,2019-04-08 22:30,0.0,99.17370080947876
61,2019-04-07 0:30,2,2,2019-04-08 0:30,0.0,99.97470378875732,2019-04-09 0:30,0.0,99.94035363197327
62,2019-04-07 2:30,2,2,2019-04-08 2:30,0.0,99.8833179473877,2019-04-09 2:30,0.0,99.88768100738525
63,2019-04-07 3:00,1,3,2019-04-08 3:00,0.0,99.96072053909302,2019-04-09 3:00,0.0,99.53608512878418
64,2019-04-07 3:00,2,1,2019-04-08 3:00,0.0,99.97443556785583,2019-04-09 3:00,0.0,99.94958639144897
65,2019-04-07 7:30,2,1,2019-04-08 7:30,0.0,99.9140739440918,2019-04-09 7:30,0.0,99.98044967651367
66,2019-04-07 12:00,1,1,2019-04-08 12:00,0.0,99.95651841163635,2019-04-09 12:00,0.0,99.99626874923706
67,2019-04-07 13:30,2,2,2019-04-08 13:30,0.0,99.99939799308777,2019-04-09 13:30,0.0,99.99371767044067
68,2019-04-07 13:30,2,3,2019-04-08 13:30,0.0,99.99810457229614,2019-04-09 13:30,0.0,99.98884201049805
69,2019-04-07 17:30,2,3,2019-04-08 17:30,0.0,99.99816417694092,2019-04-09 17:30,0.0,99.99791383743286
70,2019-04-08 1:30,1,1,2019-04-09 1:30,0.0,99.9812126159668,2019-04-10 1:30,0.0,99.99812841415405
71,2019-04-08 2:00,2,3,2019-04-09 2:00,0.0,99.99935626983643,2019-04-10 2:00,0.0,99.99908208847046
72,2019-04-08 2:00,1,3,2019-04-09 2:00,0.0,99.95264410972595,2019-04-10 2:00,0.0,99.83140230178833
73,2019-04-08 5:30,1,3,2019-04-09 5:30,0.0,99.97722506523132,2019-04-10 5:30,0.0,99.1530179977417
74,2019-04-08 8:00,2,1,2019-04-09 8:00,0.0,99.95998740196228,2019-04-10 8:00,0.0,99.63822364807129
75,2019-04-08 11:00,2,3,2019-04-09 11:00,0.0,99.99903440475464,2019-04-10 11:00,0.0,99.9811589717865
76,2019-04-08 12:00,2,2,2019-04-09 12:00,0.0,99.99902248382568,2019-04-10 12:00,0.0,99.99890923500061
