,MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
0,2019-04-01 0:00,2,3,2019-04-02 0:00,0.0,99.62507486343384,2019-04-03 0:00,0.0,99.62437748908997
1,2019-04-01 4:30,1,2,2019-04-02 4:30,0.0,99.63185787200928,2019-04-03 4:30,0.0,99.21297430992126
2,2019-04-01 10:30,2,3,2019-04-02 10:30,0.0,99.48532581329346,2019-04-03 10:30,0.0,99.62437748908997
3,2019-04-01 11:00,1,1,2019-04-02 11:00,0.0,99.63535666465759,2019-04-03 11:00,0.0,99.4899570941925
4,2019-04-01 13:30,2,1,2019-04-02 13:30,0.0,99.61713552474976,2019-04-03 13:30,0.0,99.61835741996765
5,2019-04-01 17:00,2,2,2019-04-02 17:00,0.0,99.62770342826843,2019-04-03 17:00,0.0,99.61318969726562
6,2019-04-01 18:30,2,3,2019-04-02 18:30,0.0,99.58677291870117,2019-04-03 18:30,0.0,99.61790442466736
7,2019-04-01 20:30,2,1,2019-04-02 20:30,0.0,99.58006143569946,2019-04-03 20:30,0.0,99.61495995521545
8,2019-04-02 6:00,1,2,2019-04-03 6:00,0.0,99.2574155330658,2019-04-04 6:00,0.0,99.07453656196594
9,2019-04-02 7:00,1,1,2019-04-03 7:00,0.0,99.62406158447266,2019-04-04 7:00,0.0,99.52400326728821
10,2019-04-02 9:30,1,1,2019-04-03 9:30,0.0,99.63535666465759,2019-04-04 9:30,0.0,99.63259696960449
11,2019-04-02 12:30,1,2,2019-04-03 12:30,0.0,99.5732843875885,2019-04-04 12:30,0.0,99.4770884513855
12,2019-04-02 15:00,1,1,2019-04-03 15:00,0.0,99.63535666465759,2019-04-04 15:00,0.0,99.62652921676636
13,2019-04-02 16:00,2,2,2019-04-03 16:00,0.0,99.62770342826843,2019-04-04 16:00,0.0,99.61318969726562
14,2019-04-02 16:30,1,1,2019-04-03 16:30,0.0,99.63535666465759,2019-04-04 16:30,0.0,99.62652921676636
15,2019-04-02 17:00,2,2,2019-04-03 17:00,0.0,99.62770342826843,2019-04-04 17:00,0.0,99.61318969726562
16,2019-04-02 19:30,1,1,2019-04-03 19:30,0.0,99.63535666465759,2019-04-04 19:30,0.0,99.62652921676636
17,2019-04-03 0:30,1,2,2019-04-04 0:30,0.0,99.38998818397522,2019-04-05 0:30,0.0,99.41811561584473
18,2019-04-03 1:00,1,1,2019-04-04 1:00,0.0,99.63535666465759,2019-04-05 1:00,0.0,99.4659960269928
19,2019-04-03 3:00,2,3,2019-04-04 3:00,0.0,99.62507486343384,2019-04-05 3:00,0.0,99.61885809898376
20,2019-04-03 4:30,1,1,2019-04-04 4:30,0.0,99.63535666465759,2019-04-05 4:30,0.0,99.44551587104797
21,2019-04-03 7:00,2,1,2019-04-04 7:00,0.0,99.38113689422607,2019-04-05 7:00,0.0,98.88747930526733
22,2019-04-03 8:30,2,1,2019-04-04 8:30,0.0,99.55360293388367,2019-04-05 8:30,0.0,99.26184415817261
23,2019-04-03 9:00,1,1,2019-04-04 9:00,0.0,99.63535666465759,2019-04-05 9:00,0.0,99.63122606277466
24,2019-04-03 10:00,2,1,2019-04-04 10:00,0.0,99.61436986923218,2019-04-05 10:00,0.0,99.24219250679016
25,2019-04-03 11:00,2,2,2019-04-04 11:00,0.0,99.62770342826843,2019-04-05 11:00,0.0,99.54806566238403
26,2019-04-03 11:30,1,2,2019-04-04 11:30,0.0,99.63185787200928,2019-04-05 11:30,0.0,99.52715039253235
27,2019-04-03 12:30,1,3,2019-04-04 12:30,0.0,99.59189891815186,2019-04-05 12:30,0.0,99.51616525650024
28,2019-04-03 17:00,2,2,2019-04-04 17:00,0.0,99.62770342826843,2019-04-05 17:00,0.0,99.4937539100647
29,2019-04-03 19:00,2,2,2019-04-04 19:00,0.0,99.61947798728943,2019-04-05 19:00,0.0,99.51050877571106
30,2019-04-03 19:30,2,1,2019-04-04 19:30,0.0,99.58006143569946,2019-04-05 19:30,0.0,99.61089491844177
31,2019-04-04 0:30,1,2,2019-04-05 0:30,0.0,99.63185787200928,2019-04-06 0:30,0.0,99.48570728302002
32,2019-04-04 4:30,2,1,2019-04-05 4:30,0.0,97.33970165252686,2019-04-06 4:30,0.0,99.41216111183167
33,2019-04-04 5:00,2,2,2019-04-05 5:00,0.0,99.49939250946045,2019-04-06 5:00,0.0,97.24421501159668
34,2019-04-04 6:00,1,1,2019-04-05 6:00,0.0,99.63535666465759,2019-04-06 6:00,0.0,99.26874041557312
35,2019-04-04 14:30,2,3,2019-04-05 14:30,0.0,99.60588216781616,2019-04-06 14:30,0.0,99.44925308227539
36,2019-04-04 18:00,2,3,2019-04-05 18:00,0.0,99.63221549987793,2019-04-06 18:00,0.0,99.3037223815918
37,2019-04-04 22:00,1,1,2019-04-05 22:00,0.0,99.63535666465759,2019-04-06 22:00,0.0,99.63122606277466
38,2019-04-04 23:00,1,1,2019-04-05 23:00,0.0,99.63535666465759,2019-04-06 23:00,0.0,99.63122606277466
39,2019-04-05 0:00,2,1,2019-04-06 0:00,0.0,98.04840087890625,2019-04-07 0:00,0.0,99.454665184021
40,2019-04-05 0:30,1,1,2019-04-06 0:30,0.0,99.63535666465759,2019-04-07 0:30,0.0,99.63122606277466
41,2019-04-05 1:30,2,2,2019-04-06 1:30,0.0,99.22534227371216,2019-04-07 1:30,0.0,99.56188797950745
