,MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
0,2019-04-01 0:00,2,3,2019-04-02 0:00,0.0,97.52625823020935,2019-04-03 0:00,0.0,97.52438068389893
1,2019-04-01 4:30,1,2,2019-04-02 4:30,0.0,97.49484062194824,2019-04-03 4:30,0.0,96.85636162757874
2,2019-04-01 10:30,2,3,2019-04-02 10:30,0.0,97.48824834823608,2019-04-03 10:30,0.0,97.52438068389893
3,2019-04-01 11:00,1,1,2019-04-02 11:00,0.0,97.51353859901428,2019-04-03 11:00,0.0,97.50374555587769
4,2019-04-01 13:30,2,1,2019-04-02 13:30,0.0,97.45484590530396,2019-04-03 13:30,0.0,97.46432900428772
5,2019-04-01 17:00,2,2,2019-04-02 17:00,0.0,97.41479754447937,2019-04-03 17:00,0.0,97.43173718452454
6,2019-04-01 18:30,2,3,2019-04-02 18:30,0.0,97.51351475715637,2019-04-03 18:30,0.0,97.52438068389893
7,2019-04-01 20:30,2,1,2019-04-02 20:30,0.0,97.4219560623169,2019-04-03 20:30,0.0,97.46432900428772
8,2019-04-02 6:00,1,2,2019-04-03 6:00,0.0,97.36419916152954,2019-04-04 6:00,0.0,97.10555672645569
9,2019-04-02 7:00,1,1,2019-04-03 7:00,0.0,97.51353859901428,2019-04-04 7:00,0.0,97.48385548591614
10,2019-04-02 9:30,1,1,2019-04-03 9:30,0.0,97.51353859901428,2019-04-04 9:30,0.0,97.52441048622131
11,2019-04-02 12:30,1,2,2019-04-03 12:30,0.0,97.46853113174438,2019-04-04 12:30,0.0,97.36251831054688
12,2019-04-02 15:00,1,1,2019-04-03 15:00,0.0,97.51353859901428,2019-04-04 15:00,0.0,97.50374555587769
13,2019-04-02 16:00,2,2,2019-04-03 16:00,0.0,97.41479754447937,2019-04-04 16:00,0.0,97.43173718452454
14,2019-04-02 16:30,1,1,2019-04-03 16:30,0.0,97.51353859901428,2019-04-04 16:30,0.0,97.50374555587769
15,2019-04-02 17:00,2,2,2019-04-03 17:00,0.0,97.41479754447937,2019-04-04 17:00,0.0,97.43173718452454
16,2019-04-02 19:30,1,1,2019-04-03 19:30,0.0,97.51353859901428,2019-04-04 19:30,0.0,97.50374555587769
17,2019-04-03 0:30,1,2,2019-04-04 0:30,0.0,97.39081263542175,2019-04-05 0:30,0.0,97.33567237854004
18,2019-04-03 1:00,1,1,2019-04-04 1:00,0.0,97.51353859901428,2019-04-05 1:00,0.0,97.48385548591614
19,2019-04-03 3:00,2,3,2019-04-04 3:00,0.0,97.52625823020935,2019-04-05 3:00,0.0,97.52438068389893
20,2019-04-03 4:30,1,1,2019-04-04 4:30,0.0,97.51353859901428,2019-04-05 4:30,0.0,97.48385548591614
21,2019-04-03 7:00,2,1,2019-04-04 7:00,0.0,97.24292755126953,2019-04-05 7:00,0.0,96.17013931274414
22,2019-04-03 8:30,2,1,2019-04-04 8:30,0.0,97.38094806671143,2019-04-05 8:30,0.0,97.08178043365479
23,2019-04-03 9:00,1,1,2019-04-04 9:00,0.0,97.51353859901428,2019-04-05 9:00,0.0,97.50374555587769
24,2019-04-03 10:00,2,1,2019-04-04 10:00,0.0,97.43602275848389,2019-04-05 10:00,0.0,97.07786440849304
25,2019-04-03 11:00,2,2,2019-04-04 11:00,0.0,97.41479754447937,2019-04-05 11:00,0.0,97.20227718353271
26,2019-04-03 11:30,1,2,2019-04-04 11:30,0.0,97.49484062194824,2019-04-05 11:30,0.0,97.43717312812805
27,2019-04-03 12:30,1,3,2019-04-04 12:30,0.0,97.37401008605957,2019-04-05 12:30,0.0,97.40033745765686
28,2019-04-03 17:00,2,2,2019-04-04 17:00,0.0,97.41479754447937,2019-04-05 17:00,0.0,97.41292595863342
29,2019-04-03 19:00,2,2,2019-04-04 19:00,0.0,97.38499522209167,2019-04-05 19:00,0.0,97.29712009429932
30,2019-04-03 19:30,2,1,2019-04-04 19:30,0.0,97.4219560623169,2019-04-05 19:30,0.0,97.46540188789368
31,2019-04-04 0:30,1,2,2019-04-05 0:30,0.0,97.49484062194824,2019-04-06 0:30,0.0,97.32564091682434
