,MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
0,2019-04-01 0:00,2,3,2019-04-02 0:00,0.0,88.94674181938171,2019-04-03 0:00,0.0,88.94655704498291
1,2019-04-01 4:30,1,2,2019-04-02 4:30,0.0,88.75503540039062,2019-04-03 4:30,0.0,88.51734399795532
2,2019-04-01 10:30,2,3,2019-04-02 10:30,0.0,88.94674181938171,2019-04-03 10:30,0.0,88.94655704498291
3,2019-04-01 11:00,1,1,2019-04-02 11:00,0.0,88.91343474388123,2019-04-03 11:00,0.0,88.91384601593018
4,2019-04-01 13:30,2,1,2019-04-02 13:30,0.0,88.65388631820679,2019-04-03 13:30,0.0,88.67374062538147
5,2019-04-01 17:00,2,2,2019-04-02 17:00,0.0,88.56385946273804,2019-04-03 17:00,0.0,88.74257802963257
6,2019-04-01 18:30,2,3,2019-04-02 18:30,0.0,88.94674181938171,2019-04-03 18:30,0.0,88.94655704498291
7,2019-04-01 20:30,2,1,2019-04-02 20:30,0.0,88.65388631820679,2019-04-03 20:30,0.0,88.67374062538147
8,2019-04-02 6:00,1,2,2019-04-03 6:00,0.0,88.75503540039062,2019-04-04 6:00,0.0,88.51734399795532
9,2019-04-02 7:00,1,1,2019-04-03 7:00,0.0,88.91343474388123,2019-04-04 7:00,0.0,88.91384601593018
10,2019-04-02 9:30,1,1,2019-04-03 9:30,0.0,88.91343474388123,2019-04-04 9:30,0.0,88.91384601593018
11,2019-04-02 12:30,1,2,2019-04-03 12:30,0.0,88.75503540039062,2019-04-04 12:30,0.0,88.7698233127594
12,2019-04-02 15:00,1,1,2019-04-03 15:00,0.0,88.91343474388123,2019-04-04 15:00,0.0,88.91384601593018
13,2019-04-02 16:00,2,2,2019-04-03 16:00,0.0,88.56385946273804,2019-04-04 16:00,0.0,88.74257802963257
14,2019-04-02 16:30,1,1,2019-04-03 16:30,0.0,88.91343474388123,2019-04-04 16:30,0.0,88.91384601593018
15,2019-04-02 17:00,2,2,2019-04-03 17:00,0.0,88.56385946273804,2019-04-04 17:00,0.0,88.74257802963257
16,2019-04-02 19:30,1,1,2019-04-03 19:30,0.0,88.91343474388123,2019-04-04 19:30,0.0,88.91384601593018
17,2019-04-03 0:30,1,2,2019-04-04 0:30,0.0,88.75503540039062,2019-04-05 0:30,0.0,88.51734399795532
18,2019-04-03 1:00,1,1,2019-04-04 1:00,0.0,88.91343474388123,2019-04-05 1:00,0.0,88.91384601593018
19,2019-04-03 3:00,2,3,2019-04-04 3:00,0.0,88.94674181938171,2019-04-05 3:00,0.0,88.94655704498291
20,2019-04-03 4:30,1,1,2019-04-04 4:30,0.0,88.91343474388123,2019-04-05 4:30,0.0,88.91384601593018
21,2019-04-03 7:00,2,1,2019-04-04 7:00,0.0,88.44568133354187,2019-04-05 7:00,0.0,88.4009838104248
22,2019-04-03 8:30,2,1,2019-04-04 8:30,0.0,88.56443762779236,2019-04-05 8:30,0.0,88.38355541229248
23,2019-04-03 9:00,1,1,2019-04-04 9:00,0.0,88.91343474388123,2019-04-05 9:00,0.0,88.91384601593018
24,2019-04-03 10:00,2,1,2019-04-04 10:00,0.0,88.56443762779236,2019-04-05 10:00,0.0,88.38355541229248
25,2019-04-03 11:00,2,2,2019-04-04 11:00,0.0,88.56385946273804,2019-04-05 11:00,0.0,88.22767734527588
26,2019-04-03 11:30,1,2,2019-04-04 11:30,0.0,88.75503540039062,2019-04-05 11:30,0.0,88.77761363983154
27,2019-04-03 12:30,1,3,2019-04-04 12:30,0.0,88.72506618499756,2019-04-05 12:30,0.0,88.67404460906982
28,2019-04-03 17:00,2,2,2019-04-04 17:00,0.0,88.56385946273804,2019-04-05 17:00,0.0,88.74257802963257
29,2019-04-03 19:00,2,2,2019-04-04 19:00,0.0,88.65170478820801,2019-04-05 19:00,0.0,88.72987627983093
30,2019-04-03 19:30,2,1,2019-04-04 19:30,0.0,88.65388631820679,2019-04-05 19:30,0.0,88.56750726699829
31,2019-04-04 0:30,1,2,2019-04-05 0:30,0.0,88.75503540039062,2019-04-06 0:30,0.0,88.51152062416077
32,2019-04-04 4:30,2,1,2019-04-05 4:30,0.0,88.47295641899109,2019-04-06 4:30,0.0,88.39157819747925
33,2019-04-04 5:00,2,2,2019-04-05 5:00,0.0,88.56385946273804,2019-04-06 5:00,0.0,88.47745656967163
34,2019-04-04 6:00,1,1,2019-04-05 6:00,0.0,88.91343474388123,2019-04-06 6:00,0.0,88.91384601593018
35,2019-04-04 14:30,2,3,2019-04-05 14:30,0.0,88.94674181938171,2019-04-06 14:30,0.0,88.94655704498291
36,2019-04-04 18:00,2,3,2019-04-05 18:00,0.0,88.94674181938171,2019-04-06 18:00,0.0,88.94655704498291
37,2019-04-04 22:00,1,1,2019-04-05 22:00,0.0,88.91343474388123,2019-04-06 22:00,0.0,88.91384601593018
38,2019-04-04 23:00,1,1,2019-04-05 23:00,0.0,88.91343474388123,2019-04-06 23:00,0.0,88.91384601593018
39,2019-04-05 0:00,2,1,2019-04-06 0:00,0.0,88.24795484542847,2019-04-07 0:00,0.0,88.68362307548523
40,2019-04-05 0:30,1,1,2019-04-06 0:30,0.0,88.91343474388123,2019-04-07 0:30,0.0,88.91384601593018
41,2019-04-05 1:30,2,2,2019-04-06 1:30,0.0,88.70035409927368,2019-04-07 1:30,0.0,88.65922689437866
42,2019-04-05 2:00,1,2,2019-04-06 2:00,0.0,88.75503540039062,2019-04-07 2:00,0.0,88.77761363983154
43,2019-04-05 2:30,1,3,2019-04-06 2:30,0.0,88.71657252311707,2019-04-07 2:30,0.0,88.67404460906982
44,2019-04-05 4:30,2,1,2019-04-06 4:30,0.0,88.52766156196594,2019-04-07 4:30,0.0,88.55266571044922
45,2019-04-05 6:30,2,2,2019-04-06 6:30,0.0,88.70035409927368,2019-04-07 6:30,0.0,88.65922689437866
46,2019-04-05 8:00,1,3,2019-04-06 8:00,0.0,88.44357132911682,2019-04-07 8:00,0.0,88.66801261901855
47,2019-04-05 13:00,2,3,2019-04-06 13:00,0.0,88.94674181938171,2019-04-07 13:00,0.0,88.94655704498291
48,2019-04-05 15:30,1,3,2019-04-06 15:30,0.0,88.72506618499756,2019-04-07 15:30,0.0,88.642418384552
49,2019-04-05 18:00,1,1,2019-04-06 18:00,0.0,88.91343474388123,2019-04-07 18:00,0.0,88.91384601593018
50,2019-04-05 18:00,2,3,2019-04-06 18:00,0.0,88.94674181938171,2019-04-07 18:00,0.0,88.94655704498291
51,2019-04-05 21:30,1,2,2019-04-06 21:30,0.0,88.75503540039062,2019-04-07 21:30,0.0,88.7698233127594
52,2019-04-06 0:30,1,1,2019-04-07 0:30,0.0,88.91343474388123,2019-04-08 0:30,0.0,88.91384601593018
53,2019-04-06 2:00,2,3,2019-04-07 2:00,0.0,88.94674181938171,2019-04-08 2:00,0.0,88.94655704498291
54,2019-04-06 2:00,1,2,2019-04-07 2:00,0.0,88.75503540039062,2019-04-08 2:00,0.0,88.77761363983154
55,2019-04-06 6:30,1,3,2019-04-07 6:30,0.0,88.72506618499756,2019-04-08 6:30,0.0,88.33021521568298
