,MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
0,2019-04-01 0:00,2,3,2019-04-02 0:00,0.0,81.59754276275635,2019-04-03 0:00,0.0,81.59737586975098
1,2019-04-01 4:30,1,2,2019-04-02 4:30,0.0,69.3455696105957,2019-04-03 4:30,0.0,81.48775696754456
2,2019-04-01 10:30,2,3,2019-04-02 10:30,0.0,81.59754276275635,2019-04-03 10:30,0.0,81.59737586975098
3,2019-04-01 11:00,1,1,2019-04-02 11:00,0.0,81.49926662445068,2019-04-03 11:00,0.0,81.4954400062561
4,2019-04-01 13:30,2,1,2019-04-02 13:30,0.0,81.45428895950317,2019-04-03 13:30,0.0,81.43690824508667
5,2019-04-01 17:00,2,2,2019-04-02 17:00,0.0,81.37264251708984,2019-04-03 17:00,0.0,81.36303424835205
6,2019-04-01 18:30,2,3,2019-04-02 18:30,0.0,81.59754276275635,2019-04-03 18:30,0.0,81.59737586975098
7,2019-04-01 20:30,2,1,2019-04-02 20:30,0.0,81.45428895950317,2019-04-03 20:30,0.0,81.43690824508667
8,2019-04-02 6:00,1,2,2019-04-03 6:00,0.0,69.3455696105957,2019-04-04 6:00,0.0,81.48775696754456
9,2019-04-02 7:00,1,1,2019-04-03 7:00,0.0,81.49926662445068,2019-04-04 7:00,0.0,81.4954400062561
10,2019-04-02 9:30,1,1,2019-04-03 9:30,0.0,81.49926662445068,2019-04-04 9:30,0.0,81.4954400062561
11,2019-04-02 12:30,1,2,2019-04-03 12:30,0.0,69.3455696105957,2019-04-04 12:30,0.0,81.48775696754456
12,2019-04-02 15:00,1,1,2019-04-03 15:00,0.0,81.49926662445068,2019-04-04 15:00,0.0,81.4954400062561
13,2019-04-02 16:00,2,2,2019-04-03 16:00,0.0,81.37264251708984,2019-04-04 16:00,0.0,81.36303424835205
14,2019-04-02 16:30,1,1,2019-04-03 16:30,0.0,81.49926662445068,2019-04-04 16:30,0.0,81.4954400062561
15,2019-04-02 17:00,2,2,2019-04-03 17:00,0.0,81.37264251708984,2019-04-04 17:00,0.0,81.36303424835205
